#FORMAT=WebAnno TSV 3.3
#T_SP=webanno.custom.DemoNERRE|NamedentityTags
#T_RL=webanno.custom.DemoRE|NamedentityRelations|BT_webanno.custom.DemoNERRE


#Text=Powders with nominal compositions of Ho2Ti2+xO7 (-0.08≤x≤0.08) were synthesized from the starting materials of Ho2O3 (99.995%, Alpha Aesar) and rutile TiO2 (99.99%, Alpha Aesar) in large batches of 30 grams.
1-1	0-7	Powders	Descriptor	Value-of	1-44[6_0]	
1-2	8-12	with	_	_	_	
1-3	13-20	nominal	Value[1]	_	_	
1-4	21-33	compositions	Value[1]	_	_	
1-5	34-36	of	_	_	_	
1-6	37-43	Ho2Ti2	Material-target[2]	Value-of|Descriptor-of	1-1[0_2]|1-10[3_2]	
1-7	43-44	+	Material-target[2]	_	_	
1-8	44-47	xO7	Material-target[2]	_	_	
1-9	48-49	(	_	_	_	
1-10	49-50	-	Descriptor[3]	_	_	
1-11	50-54	0.08	Descriptor[3]	_	_	
1-12	54-55	≤	Descriptor[3]	_	_	
1-13	55-56	x	Descriptor[3]	_	_	
1-14	56-57	≤	Descriptor[3]	_	_	
1-15	57-61	0.08	Descriptor[3]	_	_	
1-16	61-62	)	_	_	_	
1-17	63-67	were	_	_	_	
1-18	68-79	synthesized	Operation	Participant-material	1-6[2_0]	
1-19	80-84	from	_	_	_	
1-20	85-88	the	_	_	_	
1-21	89-97	starting	Descriptor	_	_	
1-22	98-107	materials	Material-recipe	Descriptor-of|Coreference|Coreference	1-21|1-24|1-33	
1-23	108-110	of	_	_	_	
1-24	111-116	Ho2O3	Material-recipe	Value-of|Brand-of	1-26|1-28[4_0]	
1-25	117-118	(	_	_	_	
1-26	118-125	99.995%	Value	_	_	
1-27	125-126	,	_	_	_	
1-28	127-132	Alpha	Brand[4]	_	_	
1-29	133-138	Aesar	Brand[4]	_	_	
1-30	138-139	)	_	_	_	
1-31	140-143	and	_	_	_	
1-32	144-150	rutile	Descriptor	_	_	
1-33	151-155	TiO2	Material-recipe	Descriptor-of|Value-of|Brand-of	1-32|1-35|1-37[5_0]	
1-34	156-157	(	_	_	_	
1-35	157-163	99.99%	Value	_	_	
1-36	163-164	,	_	_	_	
1-37	165-170	Alpha	Brand[5]	_	_	
1-38	171-176	Aesar	Brand[5]	_	_	
1-39	176-177	)	_	_	_	
1-40	178-180	in	_	_	_	
1-41	181-186	large	Descriptor	_	_	
1-42	187-194	batches	Value	Descriptor-of	1-41	
1-43	195-197	of	_	_	_	
1-44	198-200	30	Value[6]	Coreference	1-42[0_6]	
1-45	201-206	grams	Value[6]	_	_	
1-46	206-207	.	_	_	_	

#Text=The precursors were dried at 900 °C for 10h to minimize the mass error.
2-1	208-211	The	_	_	_	
2-2	212-222	precursors	Material-recipe	_	_	
2-3	223-227	were	_	_	_	
2-4	228-233	dried	Operation	Participant-material|Condition-of|Condition-of	2-2|2-6[7_0]|2-10	
2-5	234-236	at	_	_	_	
2-6	237-240	900	Property-temperature[7]	_	_	
2-7	241-242	°	Property-temperature[7]	_	_	
